shipment_id,carrier,weather,shipment_value,warehouse_load_pct,traffic_density,planned_arrival,current_delay_minutes,is_delayed,event_type,last_checkpoint,distance_to_go_km,shipment_priority
Jw-07576654,BlueDart,Heavy Rain,14674,49,0.95,2026-02-10 19:35:43,5,0,Routine,Brandyborough Hub,277,High
Nv-25481716,Swift,Clear,627,96,0.84,2026-02-23 14:23:57,131,1,Operational Bottleneck,North Ashley Hub,227,High
YG-62075075,BlueDart,Heavy Rain,12362,66,0.23,2026-02-16 18:39:42,99,1,Operational Bottleneck,Melissaton Hub,189,Low
BW-82992387,Swift,Heavy Rain,10936,99,0.84,2026-02-14 12:05:03,3,0,Routine,Dylanton Hub,278,High
UX-42720902,BlueDart,Clear,9640,48,0.17,2026-02-20 00:33:33,5,0,Routine,North Donald Hub,483,Medium
aP-64576098,Swift,Clear,13095,46,0.51,2026-02-08 20:16:57,2,0,Routine,Brennanview Hub,64,Low
ro-75577226,Swift,Clear,9495,78,0.68,2026-02-19 13:39:45,12,0,Routine,Jacobberg Hub,450,High
Ji-81659762,Delhivery,Clear,14461,45,0.62,2026-02-10 11:17:38,8,0,Routine,East Lisa Hub,63,High
kI-22080171,Swift,Clear,11026,43,0.94,2026-02-23 01:57:13,9,0,Routine,Evansville Hub,404,Medium
gj-25093337,Swift,Cyclone,14241,93,0.36,2026-02-23 13:59:00,507,1,Natural Disaster,Blackchester Hub,378,High
Fo-29021076,BlueDart,Clear,8911,89,0.39,2026-02-27 05:15:03,8,0,Routine,South Jamie Hub,28,Low
WG-20313727,Swift,Cyclone,5509,70,0.24,2026-03-04 09:18:17,4,0,Routine,Wrightview Hub,331,Medium
kp-76491315,Delhivery,Heavy Rain,13835,94,0.7,2026-02-28 22:39:03,159,1,Operational Bottleneck,Justinville Hub,154,Low
ZY-71377951,Swift,Clear,8737,53,0.58,2026-02-15 03:17:18,6,0,Routine,New Tracyside Hub,431,Medium
DP-85551976,Delhivery,Clear,8794,31,0.39,2026-03-01 06:53:22,13,0,Routine,South Scottfurt Hub,149,High
uA-67937665,Delhivery,Heavy Rain,7226,73,0.96,2026-02-22 01:40:06,1,0,Routine,Mariafurt Hub,148,Low
cm-67203418,Swift,Clear,8525,34,0.16,2026-02-23 23:12:18,11,0,Routine,Lake Johnmouth Hub,264,Medium
JP-30386171,Delhivery,Heavy Rain,10861,70,0.69,2026-03-07 00:10:40,11,0,Routine,Bradleyport Hub,17,Medium
eG-19312161,Swift,Clear,9158,34,0.85,2026-02-19 19:41:58,14,0,Routine,East Jacobmouth Hub,361,Medium
kU-90343930,Delhivery,Clear,9326,69,0.71,2026-03-06 08:06:14,104,1,Operational Bottleneck,Lake Angelastad Hub,202,High
wt-26460155,Swift,Clear,580,52,0.27,2026-03-06 06:45:48,14,0,Routine,North Patrickstad Hub,60,Low
lu-15126307,Delhivery,Clear,5364,91,0.15,2026-02-10 19:36:38,9,0,Routine,North Paul Hub,44,High
wJ-05536330,BlueDart,Fog,4170,77,0.89,2026-02-07 13:34:40,67,1,Operational Bottleneck,Port Ashley Hub,263,Low
Rm-27764889,Delhivery,Clear,8950,62,0.25,2026-02-26 04:06:10,9,0,Routine,West Mary Hub,471,Medium
dW-80990904,BlueDart,Fog,6808,92,0.47,2026-02-27 05:27:35,7,0,Routine,Dianeside Hub,106,Low
zn-40198138,BlueDart,Cyclone,13425,86,0.38,2026-02-19 04:23:52,453,1,Natural Disaster,Bryanmouth Hub,420,High
Cl-19302054,Swift,Heavy Rain,7776,90,0.47,2026-02-11 09:32:30,138,1,Operational Bottleneck,Youngchester Hub,291,Medium
ba-16210533,Delhivery,Fog,13031,99,0.95,2026-02-19 11:15:52,158,1,Operational Bottleneck,Turnerview Hub,360,Medium
dq-15163791,Swift,Clear,10950,56,0.42,2026-02-18 11:00:11,9,0,Routine,Andersonside Hub,466,Medium
df-58482436,Swift,Heavy Rain,2518,90,0.17,2026-02-18 02:54:24,58,1,Operational Bottleneck,West Stephanieberg Hub,79,Low
jm-47001531,Swift,Clear,7289,59,0.27,2026-03-03 23:28:13,3,0,Routine,Ortizborough Hub,290,Medium
pt-31319832,Delhivery,Clear,3820,32,0.42,2026-02-28 09:19:05,9,0,Routine,Brownfurt Hub,272,Low
Kz-20955207,BlueDart,Clear,14576,55,0.31,2026-02-14 11:31:07,2,0,Routine,Garrettmouth Hub,271,High
ed-86561143,BlueDart,Fog,608,59,0.56,2026-02-23 22:09:26,7,0,Routine,Lake Nathanville Hub,324,Low
PH-90748764,Delhivery,Fog,4186,31,0.66,2026-02-14 08:18:06,0,0,Routine,Beltranhaven Hub,102,High
Kc-39895668,BlueDart,Clear,9100,34,0.58,2026-02-07 17:45:35,15,0,Routine,South Melindaside Hub,294,Medium
jn-21492952,Delhivery,Clear,4016,70,0.48,2026-03-04 05:00:18,5,0,Routine,Port Anthonyberg Hub,124,Low
lW-03893704,Swift,Heavy Rain,1801,31,0.11,2026-02-22 10:35:08,4,0,Routine,Cynthiamouth Hub,136,High
IE-14075140,BlueDart,Heavy Rain,8135,85,0.8,2026-02-19 22:33:19,11,0,Routine,West Jaredberg Hub,400,High
ZW-73582080,Swift,Cyclone,1441,64,0.51,2026-02-23 06:25:03,499,1,Natural Disaster,East Anthonyshire Hub,214,Medium
uw-56620337,Swift,Clear,7874,88,0.17,2026-02-15 22:50:40,2,0,Routine,New Jessica Hub,72,Low
Sr-54907678,BlueDart,Clear,7203,46,0.51,2026-02-18 20:30:06,1,0,Routine,Daltonhaven Hub,346,Medium
uv-94060397,Swift,Clear,3607,94,0.17,2026-02-20 00:02:36,5,0,Routine,Port Laura Hub,196,Low
NV-97614935,Delhivery,Clear,8680,93,0.56,2026-02-19 05:02:56,46,1,Operational Bottleneck,Timothyburgh Hub,126,High
NZ-94247289,Swift,Clear,6662,81,0.44,2026-03-07 13:50:54,0,0,Routine,Medinaborough Hub,161,High
ZM-94322547,Delhivery,Clear,3074,87,0.8,2026-02-18 01:21:17,12,0,Routine,Tanyaland Hub,118,Medium
ft-14113547,BlueDart,Clear,6256,90,0.31,2026-03-03 06:07:19,14,0,Routine,New Ronald Hub,377,Low
rO-07810995,BlueDart,Clear,6428,73,0.65,2026-03-04 11:12:05,0,0,Routine,Autumnside Hub,397,High
Qu-87490413,Swift,Clear,11716,40,0.94,2026-02-16 21:03:27,11,0,Routine,South Jesse Hub,319,Medium
vi-63173629,BlueDart,Clear,13404,70,0.23,2026-02-15 03:12:56,106,1,Operational Bottleneck,Tylerborough Hub,224,Medium
Tv-64126782,BlueDart,Heavy Rain,10548,54,0.42,2026-02-09 19:01:13,15,0,Routine,Austinfort Hub,211,High
YM-61193437,Delhivery,Heavy Rain,12638,99,0.56,2026-02-18 09:47:41,8,0,Routine,Maryport Hub,330,Medium
MA-81066234,Delhivery,Heavy Rain,4095,77,0.87,2026-03-02 06:09:05,11,0,Routine,Hannahmouth Hub,277,High
CP-44949782,BlueDart,Heavy Rain,4657,100,0.58,2026-03-05 12:59:37,125,1,Operational Bottleneck,Port Danny Hub,157,Low
CB-28885404,Delhivery,Clear,4856,31,0.51,2026-02-08 13:28:46,3,0,Routine,Lake Rebeccafort Hub,11,High
cC-88927590,BlueDart,Clear,2358,45,0.62,2026-03-07 20:17:00,4,0,Routine,Sanchezstad Hub,364,Medium
kM-91964317,BlueDart,Clear,11781,32,0.16,2026-02-19 18:37:08,13,0,Routine,Lake Jacob Hub,108,Medium
uR-60236086,Swift,Clear,4006,54,0.23,2026-02-26 06:11:51,6,0,Routine,Shermanport Hub,335,High
Er-42433689,Swift,Clear,7948,81,0.35,2026-03-02 12:30:31,15,0,Routine,Lake Jillianville Hub,277,High
Qk-70427164,BlueDart,Clear,14340,68,0.22,2026-02-25 12:36:04,1,0,Routine,Williamsside Hub,144,High
JX-29002037,BlueDart,Clear,14925,87,0.57,2026-02-16 00:19:07,103,1,Operational Bottleneck,Hernandezburgh Hub,66,Low
am-38462091,BlueDart,Clear,14732,94,0.18,2026-02-19 15:27:17,12,0,Routine,Stephenfort Hub,428,Low
KR-25940896,Swift,Clear,10284,32,0.52,2026-02-25 23:55:27,156,1,Operational Bottleneck,Port Cassandratown Hub,36,Medium
RO-31784511,Swift,Clear,641,78,0.28,2026-02-22 13:06:49,0,0,Routine,Cookport Hub,463,Low
XP-78956836,Swift,Clear,6627,37,0.65,2026-03-01 16:35:51,3,0,Routine,Port Edward Hub,97,High
Yc-33749434,Delhivery,Clear,1226,88,0.38,2026-02-13 04:53:25,14,0,Routine,East Erinmouth Hub,231,Low
wG-49151891,Swift,Heavy Rain,10300,100,0.34,2026-02-14 05:09:52,71,1,Operational Bottleneck,South William Hub,444,Low
lV-93872351,Swift,Fog,12661,36,0.36,2026-02-20 00:11:43,9,0,Routine,New Conniestad Hub,288,High
DC-51492905,Delhivery,Clear,8255,64,0.83,2026-03-07 05:37:59,51,1,Operational Bottleneck,East Richardport Hub,57,Low
Xd-27760842,Swift,Clear,14607,43,0.71,2026-02-23 22:17:24,6,0,Routine,Martinezland Hub,348,Medium
RS-24591214,Delhivery,Fog,11779,74,0.49,2026-02-26 18:00:09,0,0,Routine,Port Susan Hub,43,High
Ks-89602142,Delhivery,Fog,2226,52,0.62,2026-02-12 09:33:21,2,0,Routine,South Sherry Hub,296,Medium
dg-09958449,Swift,Clear,5097,77,0.66,2026-02-09 23:20:51,9,0,Routine,Salinasmouth Hub,189,Low
TR-03353281,Delhivery,Clear,8686,40,0.45,2026-03-01 03:15:12,10,0,Routine,Deanchester Hub,93,High
ue-57040159,Swift,Clear,835,74,0.69,2026-03-02 04:53:17,11,0,Routine,New Lisa Hub,344,High
vH-88118211,BlueDart,Heavy Rain,5470,53,0.47,2026-02-09 11:51:17,5,0,Routine,East Sarahchester Hub,134,Low
SV-82242186,Delhivery,Cyclone,11525,84,0.82,2026-02-19 17:08:42,640,1,Natural Disaster,Courtneyport Hub,46,Medium
HB-32571804,Delhivery,Heavy Rain,6774,71,0.19,2026-03-04 00:30:57,3,0,Routine,North Joelfurt Hub,211,Medium
NB-21210306,BlueDart,Cyclone,7897,31,0.38,2026-02-11 09:37:16,339,1,Natural Disaster,Cynthiamouth Hub,114,Medium
zT-07159632,Delhivery,Clear,11643,97,0.71,2026-03-07 20:32:06,9,0,Routine,Pierceside Hub,82,Medium
Wq-67781234,BlueDart,Clear,5020,30,0.22,2026-02-22 23:56:43,9,0,Routine,Lake Colleenville Hub,32,Low
am-10639887,Delhivery,Clear,14320,53,0.37,2026-02-16 06:24:17,1,0,Routine,Lake Kristin Hub,70,Medium
RW-95601124,Swift,Heavy Rain,6789,92,0.14,2026-02-11 01:05:49,4,0,Routine,North Arielton Hub,269,Medium
jB-21159583,Swift,Clear,2048,68,0.33,2026-02-12 21:37:41,10,0,Routine,East Stephanieberg Hub,252,Medium
ir-77990370,Delhivery,Heavy Rain,6471,95,0.31,2026-02-09 18:54:59,12,0,Routine,Soniaport Hub,439,Low
tG-99068695,BlueDart,Fog,9475,76,0.19,2026-02-21 21:14:48,6,0,Routine,New Meghanview Hub,89,High
Ca-28141884,Swift,Clear,1239,78,0.46,2026-02-12 12:35:26,12,0,Routine,Chasestad Hub,52,High
cI-93343155,BlueDart,Clear,13241,94,0.24,2026-02-18 01:58:42,2,0,Routine,Andrewbury Hub,153,Low
YF-30860915,Swift,Heavy Rain,13387,52,0.79,2026-02-06 15:19:28,6,0,Routine,Ambermouth Hub,214,Medium
PC-06718597,Delhivery,Clear,8154,36,0.15,2026-03-03 09:13:55,4,0,Routine,Lake Ryanmouth Hub,407,High
hn-61467102,Delhivery,Clear,4779,62,0.22,2026-02-10 17:24:22,9,0,Routine,New Michael Hub,156,High
Br-85338340,Swift,Clear,6320,75,0.18,2026-02-24 15:05:20,2,0,Routine,Lindaberg Hub,438,High
yq-95614684,BlueDart,Clear,14977,80,0.2,2026-02-26 07:53:59,6,0,Routine,North James Hub,397,Medium
KV-44997634,Swift,Fog,3980,59,0.81,2026-02-25 07:07:40,122,1,Operational Bottleneck,Joshuaburgh Hub,428,Medium
cg-66953260,BlueDart,Clear,3839,51,0.23,2026-02-08 15:40:22,14,0,Routine,Kyliemouth Hub,175,High
Fr-52375732,Swift,Clear,2312,51,0.35,2026-02-18 01:04:00,0,0,Routine,Port Marioville Hub,442,Medium
hW-77375310,BlueDart,Clear,13589,94,0.8,2026-02-19 00:19:18,15,0,Routine,Port Jason Hub,147,Low
LN-00376143,Delhivery,Clear,7755,82,0.27,2026-02-17 12:40:44,15,0,Routine,Lake Brookemouth Hub,172,Medium
Le-92348554,Delhivery,Clear,3875,32,0.62,2026-02-26 00:58:39,1,0,Routine,South Kellyburgh Hub,438,High
us-49311879,Swift,Clear,3359,56,0.85,2026-02-24 18:58:10,2,0,Routine,Port Karlaside Hub,270,Low
Gf-37379373,Delhivery,Clear,6977,84,0.96,2026-03-03 15:08:09,148,1,Operational Bottleneck,Tiffanyfort Hub,190,Low
EB-82104901,Swift,Clear,4943,99,0.28,2026-02-18 05:41:08,176,1,Operational Bottleneck,North Meredith Hub,278,High
pn-14625786,Swift,Heavy Rain,12408,49,0.16,2026-03-08 03:29:08,9,0,Routine,North Laura Hub,124,High
bh-27597649,Swift,Heavy Rain,13997,69,0.36,2026-02-26 12:18:54,4,0,Routine,Kingburgh Hub,14,Medium
GE-63910276,Delhivery,Heavy Rain,1992,96,0.21,2026-03-02 13:56:03,10,0,Routine,Flemingfort Hub,374,High
QO-71010444,Swift,Clear,1830,59,0.59,2026-02-13 14:32:01,12,0,Routine,Edwardhaven Hub,238,Medium
NR-10051988,Delhivery,Clear,7258,38,0.38,2026-03-05 20:55:50,180,1,Operational Bottleneck,Johnnyburgh Hub,362,Low
cl-91235108,BlueDart,Clear,5387,68,0.98,2026-03-08 05:27:00,9,0,Routine,Jamesport Hub,113,Low
TB-53843463,BlueDart,Heavy Rain,6194,88,0.16,2026-03-06 19:58:44,6,0,Routine,New Danielport Hub,238,High
YC-26428926,BlueDart,Clear,5978,65,0.2,2026-03-01 23:19:59,8,0,Routine,Davischester Hub,22,Low
fl-89252180,Swift,Heavy Rain,14818,99,0.1,2026-02-27 12:22:16,107,1,Operational Bottleneck,Brendanbury Hub,284,Medium
bK-34826045,Swift,Heavy Rain,8791,34,0.84,2026-03-04 20:11:12,10,0,Routine,East Johnmouth Hub,131,Low
yw-10866607,BlueDart,Fog,6159,89,0.87,2026-02-15 02:42:39,150,1,Operational Bottleneck,Lake Juanport Hub,304,Medium
Re-40194461,Delhivery,Clear,9485,75,0.48,2026-03-05 18:37:29,3,0,Routine,Walkerburgh Hub,48,High
nl-48758847,Swift,Fog,14331,94,0.15,2026-02-14 07:08:15,6,0,Routine,Thomasshire Hub,125,High
uk-59786616,Swift,Clear,11000,34,0.4,2026-02-17 20:04:40,15,0,Routine,Williamtown Hub,366,High
mD-92730638,Swift,Heavy Rain,10329,67,0.64,2026-02-20 06:43:39,6,0,Routine,Scottmouth Hub,341,Low
IR-48369139,BlueDart,Clear,4173,37,0.14,2026-02-23 09:45:19,3,0,Routine,Bryanhaven Hub,443,High
UH-72415742,BlueDart,Clear,5544,98,0.71,2026-02-26 01:15:05,108,1,Operational Bottleneck,Jenkinsland Hub,20,Low
Ho-76010969,Swift,Fog,12951,44,0.48,2026-03-06 16:54:07,1,0,Routine,Jimenezbury Hub,261,High
JX-40484606,Swift,Clear,2321,58,0.91,2026-02-16 04:53:31,5,0,Routine,Lake Daisy Hub,420,Medium
Or-36884170,BlueDart,Fog,7134,31,0.92,2026-02-06 23:21:39,10,0,Routine,South Andrewside Hub,88,Medium
fx-31891091,Delhivery,Fog,6121,52,0.89,2026-02-06 16:21:30,12,0,Routine,Laurastad Hub,396,Medium
xs-45472739,Delhivery,Heavy Rain,3569,72,0.38,2026-02-24 04:04:46,0,0,Routine,East Melissahaven Hub,234,High
FW-10911707,Swift,Clear,6751,56,0.29,2026-02-08 16:27:58,11,0,Routine,New Nicholas Hub,421,Low
oL-08010636,BlueDart,Clear,13975,35,0.14,2026-02-27 06:34:08,1,0,Routine,West Shannon Hub,140,Low
de-52838223,Delhivery,Clear,3227,77,0.59,2026-03-05 04:32:04,4,0,Routine,East Jeremy Hub,20,Medium
ml-61405178,Delhivery,Fog,3498,48,0.36,2026-02-09 18:40:09,1,0,Routine,Georgeside Hub,203,High
jj-99487540,Swift,Fog,11262,43,0.28,2026-03-01 16:54:19,174,1,Operational Bottleneck,Fryemouth Hub,462,Low
Ut-20162714,Swift,Clear,10334,70,0.29,2026-02-26 04:00:36,0,0,Routine,North Deanna Hub,352,Medium
sr-40280886,Delhivery,Clear,3884,33,0.51,2026-02-13 13:11:07,7,0,Routine,New Jadefurt Hub,303,Low
Ot-50733394,BlueDart,Clear,6316,71,0.9,2026-02-26 21:17:48,2,0,Routine,North Tammymouth Hub,71,Medium
xt-08614551,Swift,Fog,10363,77,0.64,2026-02-25 18:10:15,2,0,Routine,Williamston Hub,433,High
Gv-53741718,Delhivery,Fog,3637,71,0.19,2026-02-26 22:24:18,15,0,Routine,Stevenshire Hub,118,High
Ui-20379230,BlueDart,Clear,2774,55,0.29,2026-02-07 22:56:35,0,0,Routine,East Shelly Hub,265,High
tM-17555412,Swift,Clear,8631,43,0.55,2026-02-12 05:11:24,0,0,Routine,North Alexandratown Hub,394,Low
kt-02776502,Swift,Clear,14508,88,0.53,2026-03-05 12:26:14,9,0,Routine,North Williammouth Hub,127,Medium
Ut-29032713,BlueDart,Fog,4914,48,0.14,2026-02-11 16:53:00,2,0,Routine,Port Jonathan Hub,118,Low
uM-24238541,BlueDart,Cyclone,4986,56,0.13,2026-02-21 07:01:09,457,1,Natural Disaster,Martinhaven Hub,236,Low
sK-52262637,BlueDart,Fog,4357,33,0.16,2026-02-08 16:45:23,13,0,Routine,North Nicole Hub,38,High
KE-87219922,Swift,Clear,2220,58,0.27,2026-02-25 15:52:14,3,0,Routine,Lake Sandra Hub,106,Low
my-90023664,Swift,Fog,11470,56,0.52,2026-02-15 22:00:16,7,0,Routine,Harveyview Hub,177,Low
Ok-25496368,Swift,Clear,8740,78,0.29,2026-03-07 00:06:42,1,0,Routine,North Williamport Hub,34,High
ln-43545053,BlueDart,Clear,5611,40,0.8,2026-02-21 05:02:18,3,0,Routine,Hoffmanmouth Hub,156,Low
ad-13513375,BlueDart,Clear,2750,41,0.87,2026-03-08 07:37:08,7,0,Routine,Wangfurt Hub,68,High
tQ-27540245,Swift,Clear,1148,37,0.96,2026-03-04 22:06:47,3,0,Routine,East Caseyport Hub,44,High
HN-06022303,Swift,Clear,4624,52,0.92,2026-03-05 07:53:45,0,0,Routine,Sheltonfurt Hub,255,Medium
Yn-86917613,BlueDart,Clear,5710,76,0.98,2026-02-23 08:53:09,69,1,Operational Bottleneck,Port Andrewmouth Hub,83,Low
iW-13940566,Swift,Fog,13833,42,0.17,2026-02-16 16:24:19,11,0,Routine,North Barbarabury Hub,266,Medium
xY-89123460,Swift,Clear,6691,38,0.82,2026-02-11 04:37:11,2,0,Routine,Caseyshire Hub,289,High
fJ-16135970,Swift,Clear,14707,33,0.56,2026-02-15 16:34:16,5,0,Routine,West Jessicaside Hub,396,Low
Zw-27535089,Delhivery,Clear,8059,34,0.38,2026-03-06 07:04:51,5,0,Routine,Olsonfort Hub,382,Low
DE-70710249,Swift,Clear,8118,67,0.79,2026-02-23 06:38:53,1,0,Routine,Walkerchester Hub,393,High
if-97047276,Swift,Clear,13506,56,0.75,2026-03-08 19:48:05,12,0,Routine,North Robert Hub,134,High
GF-29048528,BlueDart,Clear,8322,33,0.22,2026-03-06 17:56:14,15,0,Routine,Randallside Hub,316,Low
ve-35769201,Delhivery,Clear,7535,47,0.78,2026-02-12 13:38:58,140,1,Operational Bottleneck,West Tracystad Hub,188,Medium
EU-92172955,BlueDart,Clear,2335,95,0.33,2026-02-08 04:24:42,10,0,Routine,Wilsonfort Hub,51,Medium
Lj-45165142,BlueDart,Clear,11513,65,0.9,2026-02-18 06:26:48,126,1,Operational Bottleneck,Juliaville Hub,360,High
Md-80100448,Swift,Clear,6094,81,0.47,2026-02-25 18:11:47,1,0,Routine,Lake Christopher Hub,51,Medium
wh-48284967,Swift,Cyclone,9431,54,0.43,2026-02-19 19:34:48,520,1,Natural Disaster,Justinborough Hub,289,High
cT-44367250,BlueDart,Heavy Rain,9323,91,0.74,2026-02-14 03:27:47,87,1,Operational Bottleneck,Alvinshire Hub,125,High
Vg-21728941,Swift,Clear,3699,47,0.44,2026-02-28 22:08:34,3,0,Routine,Port James Hub,36,Medium
wr-82761339,Swift,Clear,6978,75,0.34,2026-02-22 07:24:11,0,0,Routine,North Joy Hub,48,Low
IO-38324711,BlueDart,Fog,558,77,0.55,2026-02-27 20:37:34,3,0,Routine,Jasmineland Hub,53,Medium
aH-01178463,Swift,Clear,936,32,0.46,2026-02-09 23:01:43,13,0,Routine,Livingstonborough Hub,230,Medium
kc-91451136,Swift,Clear,1663,33,0.85,2026-02-19 13:19:31,13,0,Routine,West Michelle Hub,98,High
xG-83410059,BlueDart,Clear,1654,65,0.33,2026-02-24 14:01:27,15,0,Routine,Devinstad Hub,149,Low
At-77953527,Delhivery,Fog,8037,88,0.62,2026-02-17 01:08:24,11,0,Routine,West Angela Hub,112,High
iO-07470754,Delhivery,Clear,9073,94,0.11,2026-02-14 08:09:03,81,1,Operational Bottleneck,Smithborough Hub,445,Low
qv-87316704,BlueDart,Clear,4433,31,0.19,2026-03-05 07:08:18,10,0,Routine,Kathrynbury Hub,44,High
KB-23320963,Delhivery,Clear,2305,83,0.37,2026-02-11 06:41:01,8,0,Routine,Chasemouth Hub,384,Low
Er-83475893,Swift,Clear,3775,46,0.75,2026-03-01 18:44:15,3,0,Routine,West Jessicaside Hub,422,High
Zr-25727463,BlueDart,Clear,4765,43,0.45,2026-02-10 19:47:02,2,0,Routine,South Courtneychester Hub,467,Medium
fD-57959942,Delhivery,Cyclone,8083,85,0.49,2026-02-08 16:37:42,701,1,Natural Disaster,Whitakerstad Hub,398,Low
Fm-98894570,Delhivery,Clear,5441,45,0.89,2026-02-22 21:27:32,144,1,Operational Bottleneck,South Ericaburgh Hub,363,High
en-73692934,Delhivery,Clear,1365,68,0.64,2026-02-14 09:21:58,15,0,Routine,East William Hub,243,Medium
KI-50302124,BlueDart,Clear,9858,97,0.27,2026-03-05 20:51:57,1,0,Routine,Lake Krystal Hub,303,High
tO-91894834,Delhivery,Fog,1771,82,0.14,2026-02-28 13:04:48,5,0,Routine,North Aaronmouth Hub,211,Medium
Of-05850052,Swift,Fog,3919,77,0.62,2026-02-10 20:53:36,9,0,Routine,Millerview Hub,381,High
fv-75498076,BlueDart,Heavy Rain,1727,52,0.27,2026-03-01 21:50:35,177,1,Operational Bottleneck,South Johnborough Hub,203,Low
gB-07146161,Delhivery,Fog,13646,48,0.65,2026-02-10 11:21:56,9,0,Routine,Kurtport Hub,74,Medium
SK-60980639,Delhivery,Heavy Rain,8278,99,0.58,2026-03-07 23:11:46,10,0,Routine,West David Hub,49,Medium
EQ-17655246,Delhivery,Heavy Rain,9547,54,0.88,2026-02-18 09:24:47,59,1,Operational Bottleneck,Port Brandon Hub,492,Medium
OH-55175612,BlueDart,Clear,6774,69,0.66,2026-02-11 21:06:43,10,0,Routine,Seanport Hub,329,Low
Gz-57078732,Delhivery,Clear,6955,63,0.28,2026-03-05 00:56:13,8,0,Routine,New Gregoryport Hub,219,High
zG-16716158,Delhivery,Fog,4295,100,0.17,2026-02-06 23:45:16,102,1,Operational Bottleneck,East David Hub,237,Medium
eH-96287023,Delhivery,Clear,7647,43,0.32,2026-02-20 17:45:44,3,0,Routine,Laurashire Hub,82,High
LG-46582466,Swift,Heavy Rain,4446,55,0.28,2026-02-23 20:01:21,6,0,Routine,New Ashleyside Hub,165,High
jB-68877855,Delhivery,Clear,8426,47,0.86,2026-02-17 23:52:19,6,0,Routine,North Tracyside Hub,271,Low
zl-87832253,Delhivery,Cyclone,12292,83,0.36,2026-03-07 02:27:30,15,0,Routine,Buchananmouth Hub,315,High
rf-74756807,BlueDart,Fog,4067,51,0.24,2026-02-16 01:03:08,3,0,Routine,Howardside Hub,125,High
LS-63326549,BlueDart,Clear,4335,41,0.62,2026-03-04 15:10:37,4,0,Routine,Jamesmouth Hub,497,Medium
SS-42152289,BlueDart,Heavy Rain,5804,38,0.28,2026-02-15 17:46:47,67,1,Operational Bottleneck,Perezstad Hub,416,High
LO-19170017,BlueDart,Clear,10164,78,0.38,2026-02-19 06:31:42,11,0,Routine,Morrisonmouth Hub,406,Low
vd-25704292,Swift,Heavy Rain,12229,100,0.32,2026-03-03 07:00:34,9,0,Routine,Port Michael Hub,147,Low
Bz-71558184,Delhivery,Cyclone,13566,77,0.45,2026-03-06 10:27:41,7,0,Routine,Charlesfort Hub,185,High
Rn-18524689,Swift,Clear,1588,79,0.71,2026-02-13 20:41:29,125,1,Operational Bottleneck,Ronaldland Hub,301,Low
qv-98939449,Delhivery,Heavy Rain,3051,61,0.77,2026-03-02 03:07:18,12,0,Routine,West Judithville Hub,282,High
Nw-81391920,BlueDart,Clear,10916,47,0.4,2026-03-05 02:35:05,0,0,Routine,Juliastad Hub,50,Low
WW-70687706,BlueDart,Fog,5580,97,0.11,2026-02-19 21:50:30,136,1,Operational Bottleneck,Danielside Hub,329,Medium
CM-58924219,Delhivery,Clear,14953,82,0.64,2026-03-04 18:08:03,5,0,Routine,South Kenneth Hub,274,High
VF-03690833,BlueDart,Clear,8723,96,0.64,2026-03-01 20:46:22,9,0,Routine,Lake Kaitlintown Hub,182,High
pC-38772270,BlueDart,Clear,13514,100,0.31,2026-02-21 16:29:07,77,1,Operational Bottleneck,New Laurafurt Hub,67,High
of-27374248,BlueDart,Clear,5396,50,0.77,2026-03-04 18:25:58,7,0,Routine,East Alexandriaview Hub,438,Low
dB-25908500,BlueDart,Fog,9032,95,0.43,2026-02-16 16:29:49,121,1,Operational Bottleneck,Delgadostad Hub,141,Low
Ai-40916071,Delhivery,Clear,4775,74,0.45,2026-02-10 06:06:12,2,0,Routine,Baileyton Hub,436,High
qr-42285054,Swift,Clear,10850,57,0.79,2026-02-28 08:15:39,170,1,Operational Bottleneck,Jonesmouth Hub,277,High
Jd-84341603,BlueDart,Clear,2222,91,0.37,2026-02-18 20:11:46,8,0,Routine,West Kimberly Hub,500,High
RH-72044874,Delhivery,Clear,3254,74,0.52,2026-03-03 16:49:35,2,0,Routine,Robertport Hub,99,Low
gh-59606353,Swift,Clear,10678,75,0.51,2026-02-23 16:05:07,2,0,Routine,Lake Alyssafort Hub,197,Low
Kx-45452795,BlueDart,Fog,7519,95,0.96,2026-02-22 15:02:47,63,1,Operational Bottleneck,East Alyssafurt Hub,314,Low
yH-82266153,BlueDart,Clear,5362,46,0.92,2026-03-07 16:16:56,8,0,Routine,Marktown Hub,430,Low
cR-04514545,BlueDart,Clear,6531,58,0.93,2026-02-24 12:08:29,127,1,Operational Bottleneck,Port Richard Hub,267,Medium
Ot-61019497,Delhivery,Clear,11666,75,0.98,2026-02-27 13:41:24,5,0,Routine,East Josephburgh Hub,204,Medium
DW-31455184,BlueDart,Heavy Rain,10111,36,0.3,2026-03-02 02:00:13,97,1,Operational Bottleneck,Lauraport Hub,474,Low
hz-99048245,Swift,Heavy Rain,12116,46,0.28,2026-02-23 00:33:08,15,0,Routine,Lake Melissaport Hub,350,Low
wN-97037918,Swift,Fog,2769,95,0.23,2026-03-06 10:22:52,5,0,Routine,Port Jodiberg Hub,115,Medium
dt-63043924,BlueDart,Clear,6911,43,0.87,2026-02-14 19:10:20,118,1,Operational Bottleneck,Horntown Hub,227,Low
GY-95645551,Delhivery,Clear,11844,54,0.65,2026-02-14 06:47:27,6,0,Routine,Joseland Hub,430,High
